,gameId,playId,playDescription,gameDate,gameTimeEastern,homeTeamAbbr,visitorTeamAbbr,week,time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,frameId,team,playDirection,route,size,ID,player_1,closest_offense_ID,closest_offense,closest_defense_ID,closest_defense,player_1_name,closest_offense_name,closest_defense_name,event2,targeted_wr,targeted_db
0,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.400Z,27.72,24.45,0.0,0.0,0.0,94.07,115.95,None,79607,LeSean McCoy,25.0,RB,1,home,True,FLAT,5,20180916016331,79607,2560955,5.56162745965603,2560928,11.856563583096078,LeSean McCoy,Josh Allen,Kyzir White,pre_snap,79607,2560928
1,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.400Z,33.46,19.72,0.02,0.05,0.02,111.75,332.85,None,2495139,Charles Clay,85.0,TE,1,home,True,,5,20180916016331,2495139,2543767,1.1531695452100703,2552296,5.901660783203316,Charles Clay,Logan Thomas,Kyle Emanuel,pre_snap,79607,2560928
2,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.400Z,38.13,43.17,2.22,2.74,0.21,240.93,186.92,None,2532861,Casey Hayward,26.0,CB,1,away,True,,5,20180916016331,2532861,2543471,5.917719155215129,2560760,7.697077367416805,Casey Hayward,Kelvin Benjamin,Derwin James,pre_snap,79607,2560928
3,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.400Z,49.73,22.19,0.06,0.03,0.0,266.97,12.65,None,2541958,Jahleel Addae,37.0,SS,1,away,True,,5,20180916016331,2541958,2495139,16.45642123913945,2552310,10.072621307286399,Jahleel Addae,Charles Clay,Denzel Perryman,pre_snap,79607,2560928
4,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.400Z,32.26,42.42,4.93,5.32,0.46,100.21,186.4,None,2543471,Kelvin Benjamin,13.0,WR,1,home,True,CORNER,5,20180916016331,2543471,2560729,7.894871753233233,2532861,5.917719155215129,Kelvin Benjamin,Robert Foster,Casey Hayward,pre_snap,79607,2560928
5,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.400Z,33.03,18.65,0.01,0.01,0.0,72.79,32.24,None,2543767,Logan Thomas,82.0,TE,1,home,True,,5,20180916016331,2543767,2495139,1.1531695452100703,2556828,6.038708471188188,Logan Thomas,Charles Clay,Trevor Williams,pre_snap,79607,2560928
6,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.400Z,39.36,19.86,0.03,0.03,0.01,264.83,323.86,None,2552296,Kyle Emanuel,51.0,OLB,1,away,True,,5,20180916016331,2552296,2495139,5.901660783203316,2552310,3.1572931444514305,Kyle Emanuel,Charles Clay,Denzel Perryman,pre_snap,79607,2560928
7,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.400Z,39.69,23.0,0.05,0.05,0.01,264.54,191.65,None,2552310,Denzel Perryman,52.0,ILB,1,away,True,,5,20180916016331,2552310,2560955,6.5012691068744415,2552296,3.1572931444514305,Denzel Perryman,Josh Allen,Kyle Emanuel,pre_snap,79607,2560928
8,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.400Z,37.29,14.37,0.0,0.0,0.01,312.89,239.23,None,2556828,Trevor Williams,24.0,CB,1,away,True,,5,20180916016331,2556828,2543767,6.038708471188188,2552296,5.8672821646823845,Trevor Williams,Logan Thomas,Kyle Emanuel,pre_snap,79607,2560928
9,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.400Z,33.27,34.59,0.0,0.0,0.0,86.23,270.02,None,2560729,Robert Foster,16.0,WR,1,home,True,GO,5,20180916016331,2560729,2543471,7.894871753233233,2560760,8.984174976034245,Robert Foster,Kelvin Benjamin,Derwin James,pre_snap,79607,2560928
10,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.400Z,42.04,36.54,0.29,0.19,0.08,247.41,184.57,None,2560760,Derwin James,33.0,DB,1,away,True,,5,20180916016331,2560760,2560729,8.984174976034245,2532861,7.697077367416805,Derwin James,Robert Foster,Casey Hayward,pre_snap,79607,2560928
11,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.400Z,39.38,26.6,0.01,0.01,0.0,273.77,220.68,None,2560928,Kyzir White,44.0,LB,1,away,True,,5,20180916016331,2560928,2560955,6.6651331569594365,2552310,3.613322570709679,Kyzir White,Josh Allen,Denzel Perryman,pre_snap,79607,2560928
12,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.400Z,33.26,23.96,0.0,0.0,0.0,82.7,25.9,None,2560955,Josh Allen,17.0,QB,1,home,True,,5,20180916016331,2560955,2495139,4.244714360236743,2552310,6.5012691068744415,Josh Allen,Charles Clay,Denzel Perryman,pre_snap,79607,2560928
13,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.400Z,34.49,23.87,0.0,0.0,0.0,,,None,0,Football,,,1,football,True,,2,20180916016331,0,2560955,1.2332882874656719,2552310,5.272276548133639,,Josh Allen,Denzel Perryman,pre_snap,79607,2560928
0,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.500Z,27.72,24.44,0.0,0.0,0.01,94.07,128.47,None,79607,LeSean McCoy,25.0,RB,2,home,True,FLAT,5,20180916016332,79607,2560955,5.560755344375438,2560928,11.858381002480908,LeSean McCoy,Josh Allen,Kyzir White,pre_snap,79607,2560928
1,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.500Z,33.42,19.71,0.03,0.39,0.04,117.89,259.97,None,2495139,Charles Clay,85.0,TE,2,home,True,,5,20180916016332,2495139,2543767,1.1294689017409931,2552296,5.951646830919989,Charles Clay,Logan Thomas,Kyle Emanuel,pre_snap,79607,2560928
2,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.500Z,38.1,42.94,2.54,2.8,0.24,239.45,187.35,None,2532861,Casey Hayward,26.0,CB,2,away,True,,5,20180916016332,2532861,2543471,5.969530969850147,2560760,7.549648998463435,Casey Hayward,Kelvin Benjamin,Derwin James,pre_snap,79607,2560928
3,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.500Z,49.72,22.18,0.04,0.02,0.01,266.97,12.14,None,2541958,Jahleel Addae,37.0,SS,2,away,True,,5,20180916016332,2541958,2495139,16.486082008773334,2552310,10.053496904062781,Jahleel Addae,Charles Clay,Denzel Perryman,pre_snap,79607,2560928
4,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.500Z,32.22,41.91,5.34,3.85,0.51,102.77,185.72,None,2543471,Kelvin Benjamin,13.0,WR,2,home,True,CORNER,5,20180916016332,2543471,2560729,7.404822752774031,2532861,5.969530969850147,Kelvin Benjamin,Robert Foster,Casey Hayward,pre_snap,79607,2560928
5,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.500Z,33.03,18.65,0.01,0.01,0.0,72.79,32.17,None,2543767,Logan Thomas,82.0,TE,2,home,True,,5,20180916016332,2543767,2495139,1.1294689017409931,2556828,6.038708471188188,Logan Thomas,Charles Clay,Trevor Williams,pre_snap,79607,2560928
6,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.500Z,39.37,19.85,0.02,0.02,0.01,264.83,321.53,None,2552296,Kyle Emanuel,51.0,OLB,2,away,True,,5,20180916016332,2552296,2495139,5.951646830919989,2552310,3.1672385448525966,Kyle Emanuel,Charles Clay,Denzel Perryman,pre_snap,79607,2560928
7,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.500Z,39.7,23.0,0.04,0.04,0.0,264.54,190.56,None,2552310,Denzel Perryman,52.0,ILB,2,away,True,,5,20180916016332,2552310,2560955,6.5111596509377705,2552296,3.1672385448525966,Denzel Perryman,Josh Allen,Kyle Emanuel,pre_snap,79607,2560928
8,2018091601,633,"(4:18) J.Allen pass short left to L.McCoy pushed ob at BUF 34 for 9 yards (K.White). Swing pass, caught at BUF 21.",2018-09-16,13:00:00,BUF,LAC,2,2018-09-16T17:30:09.500Z,37.29,14.37,0.0,0.0,0.0,312.89,240.05,None,2556828,Trevor Williams,24.0,CB,2,away,True,,5,20180916016332,2556828,2543767,6.038708471188188,2552296,5.861467393068055,Trevor Williams,Logan Thomas,Kyle Emanuel,pre_snap,79607,2560928
